ID,Testamento,Libro,Referencia,Nivel,Pregunta,Opcion_A,Opcion_B,Opcion_C,Opcion_D,Opcion_correcta,Respuesta_correcta,Explicacion_breve,Estado_QA,Revision_humana,Activa_app
QB0543,AT,Josué,Josué 21:45,Basico,¿Qué se afirma acerca de las promesas de Dios a Israel?,A Ninguna falló,B La mayoría se perdió,C Solo una se cumplió,D Dependieron de Egipto,A,Ninguna falló,El resumen destaca el cumplimiento de las buenas promesas de Dios.,Revisar,No,No
QB0544,AT,Josué,Josué 23:14,Intermedio,¿Qué recordó Josué al pueblo cerca del final de su vida?,A Que todas las buenas promesas se habían cumplido,B Que debían volver a Egipto,C Que el pacto había terminado,D Que debían elegir otro dios,A,Que todas las buenas promesas se habían cumplido,Josué apeló a la experiencia del pueblo como evidencia de la fidelidad divina.,Revisar,No,No
QB0545,AT,Josué,Josué 24:24,Basico,¿Qué respondió el pueblo a la exhortación de Josué?,A Serviremos al Señor y obedeceremos su voz,B Regresaremos a Egipto,C Serviremos a otros dioses,D Abandonaremos la tierra,A,Serviremos al Señor y obedeceremos su voz,El pueblo reafirmó su compromiso de servir y obedecer al Señor.,Revisar,No,No
QB0546,AT,Jueces,Jueces 2:16,Basico,¿Qué levantaba Dios para librar a Israel de sus opresores?,A Jueces,B Reyes,C Sacerdotes egipcios,D Comerciantes,A,Jueces,El libro describe ciclos en los que Dios levantaba jueces para librar al pueblo.,Revisar,No,No
QB0547,AT,Jueces,Jueces 3:15,Intermedio,¿Qué juez zurdo fue enviado contra Eglón, rey de Moab?,A Ehúd,B Otoniel,C Gedeón,D Sansón,A,Ehúd,Ehúd es identificado como un hombre zurdo que libró a Israel de Moab.,Revisar,No,No
QB0548,AT,Jueces,Jueces 4:6,Intermedio,¿A quién convocó Débora para dirigir fuerzas contra Sísara?,A Barac,B Gedeón,C Jefté,D Otoniel,A,Barac,Débora llamó a Barac para encabezar la acción militar.,Revisar,No,No
QB0549,AT,Jueces,Jueces 5:31,Basico,¿Con qué imagen concluye el cántico respecto a quienes aman a Dios?,A Como el sol cuando sale con fuerza,B Como una sombra,C Como una nube,D Como una espada,A,Como el sol cuando sale con fuerza,El cántico termina con una imagen de fortaleza y resplandor.,Revisar,No,No
QB0550,AT,Jueces,Jueces 6:39,Intermedio,¿Qué segunda señal pidió Gedeón con el vellón?,A Que el vellón quedara seco y la tierra mojada,B Que el vellón ardiera,C Que apareciera una corona,D Que lloviera solo sobre el vellón,A,Que el vellón quedara seco y la tierra mojada,Gedeón pidió una señal invertida respecto a la primera.,Revisar,No,No
QB0551,AT,Jueces,Jueces 7:16,Avanzado,¿Qué objetos entregó Gedeón a sus trescientos hombres?,A Trompetas, cántaros y antorchas,B Espadas y escudos únicamente,C Arcos y flechas,D Lanzas y cascos,A,Trompetas, cántaros y antorchas,La estrategia de Gedeón utilizó sonido, luz y sorpresa.,Revisar,No,No
QB0552,AT,Jueces,Jueces 10:16,Intermedio,¿Qué hizo Israel al arrepentirse de servir a otros dioses?,A Quitó los dioses extranjeros y sirvió al Señor,B Construyó más ídolos,C Abandonó la tierra,D Eligió un rey,A,Quitó los dioses extranjeros y sirvió al Señor,El arrepentimiento se expresó mediante abandono de los dioses extranjeros.,Revisar,No,No
QB0553,AT,Jueces,Jueces 11:30,Avanzado,¿Qué hizo Jefté antes de salir a combatir a los amonitas?,A Hizo un voto,B Coronó a su hijo,C Construyó un templo,D Huyó,A,Hizo un voto,Jefté formuló un voto antes del combate.,Revisar,No,No
QB0554,AT,Jueces,Jueces 13:24,Basico,¿Cómo se llamó el hijo nacido de la mujer de Manoa?,A Sansón,B Samuel,C Saúl,D Gedeón,A,Sansón,El niño anunciado previamente recibió el nombre Sansón.,Revisar,No,No
QB0555,AT,Jueces,Jueces 14:6,Intermedio,¿Qué animal mató Sansón sin tener un arma en la mano?,A Un león,B Un oso,C Un lobo,D Un toro,A,Un león,El relato atribuye la fuerza de Sansón a la acción del Espíritu del Señor.,Revisar,No,No
QB0556,AT,Jueces,Jueces 15:15,Intermedio,¿Qué objeto usó Sansón como arma contra los filisteos?,A Una quijada de asno,B Una espada real,C Una lanza,D Un arco,A,Una quijada de asno,El relato presenta a Sansón utilizando una quijada como arma improvisada.,Revisar,No,No
QB0557,AT,Jueces,Jueces 16:21,Intermedio,¿Qué hicieron los filisteos con Sansón después de capturarlo?,A Le sacaron los ojos,B Lo coronaron,C Lo liberaron,D Lo enviaron a Egipto,A,Le sacaron los ojos,Sansón fue cegado y encarcelado después de ser capturado.,Revisar,No,No
QB0558,AT,Jueces,Jueces 21:25,Avanzado,¿Qué frase resume la situación moral al final del libro?,A Cada uno hacía lo que consideraba correcto,B Todo el pueblo seguía fielmente la ley,C Israel tenía un rey justo,D No había conflictos,A,Cada uno hacía lo que consideraba correcto,El final describe una sociedad sin liderazgo estable y con fuerte desorden moral.,Revisar,No,No
QB0559,AT,Rut,Rut 1:4,Intermedio,¿De qué lugar eran Rut y Orfa?,A Moab,B Egipto,C Canaán,D Edom,A,Moab,Ambas mujeres eran moabitas y se casaron con los hijos de Noemí.,Revisar,No,No
QB0560,AT,Rut,Rut 1:20,Intermedio,¿Qué nuevo nombre pidió Noemí que usaran para ella debido a su amargura?,A Mara,B Rut,C Lea,D Ana,A,Mara,Noemí expresó su dolor pidiendo ser llamada Mara.,Revisar,No,No
QB0561,AT,Rut,Rut 2:10,Basico,¿Cómo reaccionó Rut ante la bondad de Booz?,A Se inclinó y preguntó por qué había hallado favor,B Se fue inmediatamente,C Se enojó,D Le exigió más grano,A,Se inclinó y preguntó por qué había hallado favor,Rut respondió con humildad y sorpresa ante el favor recibido.,Revisar,No,No
QB0562,AT,Rut,Rut 2:12,Intermedio,¿Qué reconocimiento expresó Booz respecto a Rut?,A Que había buscado refugio bajo las alas del Dios de Israel,B Que era una guerrera,C Que era de familia real,D Que debía regresar a Moab,A,Que había buscado refugio bajo las alas del Dios de Israel,Booz relacionó la lealtad de Rut con su confianza en Dios.,Revisar,No,No
QB0563,AT,Rut,Rut 3:9,Avanzado,¿Qué petición hizo Rut a Booz durante la noche?,A Que extendiera su protección sobre ella como pariente redentor,B Que le diera dinero,C Que la enviara a Moab,D Que vendiera el campo,A,Que extendiera su protección sobre ella como pariente redentor,La petición de Rut apeló a la responsabilidad familiar de Booz.,Revisar,No,No
QB0564,AT,Rut,Rut 3:12,Avanzado,¿Qué dificultad señaló Booz antes de asumir el papel de redentor?,A Había un pariente más cercano,B No conocía a Rut,C No tenía tierras,D Estaba casado,A,Había un pariente más cercano,Booz reconoció que otro pariente tenía prioridad legal para ejercer el derecho de rescate.,Revisar,No,No
QB0565,AT,Rut,Rut 4:7,Intermedio,¿Qué gesto confirmaba antiguamente una transferencia o acuerdo?,A Entregar una sandalia,B Romper una vara,C Encender una lámpara,D Levantar una espada,A,Entregar una sandalia,El relato explica una costumbre legal vinculada con quitar y entregar una sandalia.,Revisar,No,No
QB0566,AT,Rut,Rut 4:14,Basico,¿Cómo reaccionaron las mujeres ante el nacimiento del hijo de Rut?,A Bendijeron al Señor,B Criticaron a Rut,C Abandonaron Belén,D Pidieron otro heredero,A,Bendijeron al Señor,Las mujeres reconocieron la provisión de un redentor para Noemí.,Revisar,No,No
QB0567,AT,Rut,Rut 4:22,Intermedio,¿Qué relación genealógica tenía Obed con David?,A Era su abuelo,B Era su padre,C Era su hijo,D Era su hermano,A,Era su abuelo,La genealogía final presenta a Obed como padre de Isaí y abuelo de David.,Revisar,No,No
QB0568,AT,1 Samuel,1 Samuel 2:1,Basico,¿Qué expresó Ana después del nacimiento y dedicación de Samuel?,A Una oración de alabanza,B Una queja,C Un decreto,D Un voto de guerra,A,Una oración de alabanza,Ana respondió con una oración que celebra la acción de Dios.,Revisar,No,No
QB0569,AT,1 Samuel,1 Samuel 2:26,Intermedio,¿Cómo se describe el crecimiento de Samuel?,A Crecía en favor ante Dios y las personas,B Crecía solo en fuerza física,C Se alejaba del pueblo,D Evitaba el servicio,A,Crecía en favor ante Dios y las personas,El texto destaca un desarrollo favorable de Samuel.,Revisar,No,No
QB0570,AT,1 Samuel,1 Samuel 4:11,Intermedio,¿Qué objeto sagrado capturaron los filisteos?,A El arca de Dios,B El altar,C Las tablas de la ley,D La vara de Aarón,A,El arca de Dios,La derrota de Israel incluyó la captura del arca.,Revisar,No,No
QB0571,AT,1 Samuel,1 Samuel 5:3,Avanzado,¿Qué ocurrió con la estatua de Dagón delante del arca?,A Cayó rostro en tierra,B Se convirtió en polvo inmediatamente,C Fue trasladada por sacerdotes,D Se incendió,A,Cayó rostro en tierra,El relato muestra a la estatua de Dagón caída ante el arca.,Revisar,No,No
QB0572,AT,1 Samuel,1 Samuel 7:12,Intermedio,¿Qué nombre dio Samuel a la piedra levantada después de una victoria?,A Eben-ezer,B Betel,C Gilgal,D Silo,A,Eben-ezer,La piedra servía como memorial de la ayuda recibida de Dios.,Revisar,No,No
QB0573,AT,1 Samuel,1 Samuel 8:7,Avanzado,¿Cómo interpretó Dios la petición del pueblo de tener un rey?,A Como rechazo de su propio gobierno,B Como señal de plena fidelidad,C Como un detalle sin importancia,D Como cumplimiento de una ley,A,Como rechazo de su propio gobierno,La petición se interpreta teológicamente como rechazo del reinado directo de Dios.,Revisar,No,No
QB0574,AT,1 Samuel,1 Samuel 9:21,Basico,¿Cómo reaccionó Saúl al ser señalado para una función importante?,A Se consideró pequeño e insignificante,B Se declaró rey de inmediato,C Huyó a Egipto,D Exigió una corona,A,Se consideró pequeño e insignificante,Saúl respondió destacando la aparente pequeñez de su tribu y familia.,Revisar,No,No
QB0575,AT,1 Samuel,1 Samuel 12:24,Intermedio,¿Qué exhortación final hizo Samuel al pueblo?,A Temer al Señor y servirle fielmente,B Elegir otro dios,C Volver a Egipto,D Abandonar la ley,A,Temer al Señor y servirle fielmente,Samuel llamó al pueblo a una fidelidad sincera.,Revisar,No,No
QB0576,AT,1 Samuel,1 Samuel 13:14,Avanzado,¿Qué consecuencia anunció Samuel por la desobediencia de Saúl?,A Su reino no permanecería,B Se convertiría en sacerdote,C Gobernaría para siempre,D Recibiría más autoridad,A,Su reino no permanecería,La desobediencia de Saúl afectó la continuidad de su dinastía.,Revisar,No,No
QB0577,AT,1 Samuel,1 Samuel 15:22,Intermedio,¿Qué priorizó Samuel sobre los sacrificios?,A La obediencia,B La riqueza,C El silencio,D La fuerza,A,La obediencia,Samuel enseñó que obedecer es más importante que ofrecer sacrificios externos.,Revisar,No,No
QB0578,AT,1 Samuel,1 Samuel 16:7,Intermedio,¿Qué contraste se establece entre la mirada humana y la de Dios?,A Las personas miran la apariencia y Dios mira el corazón,B Dios solo mira la apariencia,C Las personas conocen el corazón,D No existe diferencia,A,Las personas miran la apariencia y Dios mira el corazón,El pasaje destaca que Dios evalúa de una manera más profunda que la percepción humana.,Revisar,No,No
QB0579,AT,1 Samuel,1 Samuel 17:37,Basico,¿Qué recordó David para expresar confianza antes de enfrentar a Goliat?,A Que Dios lo había librado de leones y osos,B Que tenía una gran espada,C Que Saúl era fuerte,D Que conocía al ejército filisteo,A,Que Dios lo había librado de leones y osos,David basó su confianza en experiencias previas de protección.,Revisar,No,No
QB0580,AT,1 Samuel,1 Samuel 18:4,Intermedio,¿Qué entregó Jonatán a David como señal de amistad?,A Su manto y armas,B Su casa,C Su corona,D Su caballo,A,Su manto y armas,Jonatán dio a David objetos personales importantes como expresión de su vínculo.,Revisar,No,No
QB0581,AT,1 Samuel,1 Samuel 20:42,Avanzado,¿Qué compromiso reafirmaron David y Jonatán al despedirse?,A Una alianza de fidelidad entre sus familias,B Una competencia por el trono,C Un pacto con los filisteos,D Una separación definitiva,A,Una alianza de fidelidad entre sus familias,La despedida reafirma el vínculo y compromiso entre ambos.,Revisar,No,No
QB0582,AT,1 Samuel,1 Samuel 23:16,Intermedio,¿Qué hizo Jonatán cuando David estaba amenazado por Saúl?,A Lo fortaleció en su confianza en Dios,B Lo denunció,C Lo abandonó,D Lo llevó a Saúl,A,Lo fortaleció en su confianza en Dios,Jonatán apoyó a David en un momento de peligro.,Revisar,No,No
QB0583,AT,1 Samuel,1 Samuel 24:17,Intermedio,¿Cómo reaccionó Saúl después de que David perdonara su vida?,A Reconoció que David había actuado mejor que él,B Ordenó matarlo inmediatamente,C No dijo nada,D Negó lo sucedido,A,Reconoció que David había actuado mejor que él,Saúl reconoció la justicia de la conducta de David.,Revisar,No,No
QB0584,AT,1 Samuel,1 Samuel 26:23,Avanzado,¿Qué principio expresó David después de volver a perdonar a Saúl?,A Dios recompensa la justicia y fidelidad,B La venganza siempre es necesaria,C El poder político justifica todo,D La fuerza decide quién tiene razón,A,Dios recompensa la justicia y fidelidad,David dejó el juicio en manos de Dios y destacó la integridad.,Revisar,No,No
QB0585,AT,2 Samuel,2 Samuel 1:17,Intermedio,¿Qué hizo David después de la muerte de Saúl y Jonatán?,A Compuso un lamento,B Celebró,C Se coronó inmediatamente,D Regresó a Belén,A,Compuso un lamento,David expresó públicamente su dolor mediante un canto fúnebre.,Revisar,No,No
QB0586,AT,2 Samuel,2 Samuel 2:4,Basico,¿Dónde fue ungido David como rey sobre Judá?,A Hebrón,B Jerusalén,C Belén,D Jericó,A,Hebrón,Los hombres de Judá ungieron a David en Hebrón.,Revisar,No,No
QB0587,AT,2 Samuel,2 Samuel 5:7,Intermedio,¿Qué ciudad fortificada conquistó David y convirtió en centro de su reino?,A Jerusalén,B Jericó,C Hebrón,D Samaria,A,Jerusalén,David conquistó la fortaleza de Sion y estableció allí su capital.,Revisar,No,No
QB0588,AT,2 Samuel,2 Samuel 6:7,Avanzado,¿Qué ocurrió con Uza cuando tocó el arca?,A Murió,B Fue nombrado sacerdote,C Recibió una bendición,D Huyó,A,Murió,El relato presenta un juicio inmediato por tocar el arca durante su traslado.,Revisar,No,No
QB0589,AT,2 Samuel,2 Samuel 7:18,Intermedio,¿Cómo reaccionó David después de recibir la promesa de Dios sobre su casa?,A Se sentó delante de Dios y oró con humildad,B Organizó una fiesta militar,C Abandonó Jerusalén,D Construyó el templo,A,Se sentó delante de Dios y oró con humildad,David respondió a la promesa con una oración humilde y agradecida.,Revisar,No,No
QB0590,AT,2 Samuel,2 Samuel 9:7,Basico,¿Cómo trató David a Mefi-boset, hijo de Jonatán?,A Le mostró bondad y le dio un lugar en su mesa,B Lo expulsó,C Lo encarceló,D Lo envió a Egipto,A,Le mostró bondad y le dio un lugar en su mesa,David honró su compromiso con Jonatán mostrando bondad a su hijo.,Revisar,No,No
QB0591,AT,2 Samuel,2 Samuel 11:14,Avanzado,¿Qué hizo David para intentar ocultar su pecado relacionado con Betsabé?,A Envió instrucciones que pusieron a Urías en peligro de muerte,B Confesó inmediatamente,C Renunció al trono,D Huyó a Egipto,A,Envió instrucciones que pusieron a Urías en peligro de muerte,David agravó su falta al planear la muerte de Urías.,Revisar,No,No
QB0592,AT,2 Samuel,2 Samuel 12:13,Intermedio,¿Cómo respondió David cuando Natán lo confrontó?,A Reconoció haber pecado,B Negó todo,C Acusó a otros,D Huyó,A,Reconoció haber pecado,David confesó su pecado después de la confrontación profética.,Revisar,No,No
QB0593,AT,2 Samuel,2 Samuel 15:23,Intermedio,¿Qué sentimiento acompañó la salida de David de Jerusalén durante la rebelión de Absalón?,A Llanto del pueblo,B Celebración,C Indiferencia,D Alegría militar,A,Llanto del pueblo,La salida de David se describe como un momento de gran tristeza.,Revisar,No,No
QB0594,AT,2 Samuel,2 Samuel 18:5,Intermedio,¿Qué orden dio David a sus comandantes respecto a Absalón?,A Tratarlo con cuidado,B Matarlo inmediatamente,C Enviarlo a Egipto,D Coronarlo,A,Tratarlo con cuidado,A pesar de la rebelión, David pidió que trataran con consideración a su hijo.,Revisar,No,No
QB0595,AT,2 Samuel,2 Samuel 22:2,Basico,¿Con qué imágenes describe David a Dios en su canto?,A Roca, fortaleza y libertador,B Río y campo,C Rey humano y soldado,D Ciudad y templo,A,Roca, fortaleza y libertador,David usa imágenes de protección y estabilidad para expresar confianza en Dios.,Revisar,No,No
QB0596,AT,2 Samuel,2 Samuel 24:24,Avanzado,¿Qué principio expresó David al comprar el lugar para ofrecer sacrificios?,A No ofrecer a Dios algo que no le cueste nada,B Usar únicamente regalos,C Evitar todo sacrificio,D Pedir al pueblo que pagara,A,No ofrecer a Dios algo que no le cueste nada,David insistió en asumir personalmente el costo de la ofrenda.,Revisar,No,No
QB0597,AT,1 Reyes,1 Reyes 1:39,Basico,¿Quién fue ungido como rey mientras David aún vivía?,A Salomón,B Adonías,C Absalón,D Joab,A,Salomón,Salomón fue ungido públicamente como rey.,Revisar,No,No
QB0598,AT,1 Reyes,1 Reyes 2:3,Intermedio,¿Qué consejo dio David a Salomón antes de morir?,A Guardar los caminos y mandamientos de Dios,B Construir una flota,C Ir a Egipto,D Evitar gobernar,A,Guardar los caminos y mandamientos de Dios,David vinculó el éxito de Salomón con la obediencia a Dios.,Revisar,No,No
QB0599,AT,1 Reyes,1 Reyes 3:16,Intermedio,¿Qué caso mostró públicamente la sabiduría de Salomón?,A La disputa de dos mujeres por un niño,B Una batalla contra Egipto,C La construcción de una muralla,D Un juicio sobre impuestos,A,La disputa de dos mujeres por un niño,La resolución del caso hizo evidente la sabiduría de Salomón.,Revisar,No,No
QB0600,AT,1 Reyes,1 Reyes 4:29,Intermedio,¿Qué se dice acerca de la sabiduría de Salomón?,A Que Dios le dio gran sabiduría y entendimiento,B Que era limitada,C Que dependía de Egipto,D Que solo servía para la guerra,A,Que Dios le dio gran sabiduría y entendimiento,El relato atribuye la amplitud de la sabiduría de Salomón a Dios.,Revisar,No,No
QB0601,AT,1 Reyes,1 Reyes 6:38,Intermedio,¿Cuánto tiempo tomó aproximadamente la construcción del templo?,A Siete años,B Tres años,C Doce años,D Cuarenta años,A,Siete años,El relato indica que la construcción duró siete años.,Revisar,No,No
QB0602,AT,1 Reyes,1 Reyes 8:27,Avanzado,¿Qué reconoce Salomón en su oración acerca de Dios y el templo?,A Que ni los cielos pueden contener plenamente a Dios,B Que Dios solo habita en el templo,C Que el templo limita su presencia,D Que Jerusalén es más grande que Dios,A,Que ni los cielos pueden contener plenamente a Dios,Salomón reconoce que la presencia de Dios supera cualquier edificio humano.,Revisar,No,No
QB0603,AT,1 Reyes,1 Reyes 10:6,Intermedio,¿Qué reconoció la reina de Sabá después de escuchar a Salomón?,A Que las noticias sobre su sabiduría eran verdaderas,B Que todo era falso,C Que Egipto era superior,D Que Salomón no era rey,A,Que las noticias sobre su sabiduría eran verdaderas,La visita confirmó la reputación de Salomón.,Revisar,No,No
QB0604,AT,1 Reyes,1 Reyes 11:11,Avanzado,¿Qué consecuencia anunció Dios por la infidelidad de Salomón?,A El reino sería dividido,B El templo sería ampliado,C Salomón viviría para siempre,D Israel volvería a Egipto,A,El reino sería dividido,La infidelidad de Salomón tuvo consecuencias para la unidad futura del reino.,Revisar,No,No
QB0605,AT,1 Reyes,1 Reyes 12:28,Avanzado,¿Qué hizo Jeroboam para evitar que el pueblo viajara a Jerusalén?,A Hizo becerros de oro,B Construyó el templo,C Cerró las fronteras,D Destruyó Betel,A,Hizo becerros de oro,Jeroboam estableció centros alternativos de culto con becerros de oro.,Revisar,No,No
QB0606,AT,1 Reyes,1 Reyes 17:14,Intermedio,¿Qué promesa recibió la viuda de Sarepta sobre su harina y aceite?,A No se agotarían durante la sequía,B Se convertirían en oro,C Debía compartirlos con el rey,D Desaparecerían,A,No se agotarían durante la sequía,La provisión de la viuda continuó durante el período de escasez.,Revisar,No,No
QB0607,AT,1 Reyes,1 Reyes 18:38,Basico,¿Qué ocurrió con la ofrenda de Elías en el Carmelo?,A Cayó fuego y la consumió,B Llovió sobre ella,C Se apagó el altar,D Los sacerdotes la retiraron,A,Cayó fuego y la consumió,La respuesta mediante fuego fue la señal propuesta por Elías.,Revisar,No,No
QB0608,AT,1 Reyes,1 Reyes 19:4,Intermedio,¿Cómo se sentía Elías después de huir de Jezabel?,A Desanimado y deseando morir,B Alegre por la victoria,C Preparado para ser rey,D Indiferente,A,Desanimado y deseando morir,El relato muestra el agotamiento emocional de Elías después de una etapa intensa.,Revisar,No,No
QB0609,AT,1 Reyes,1 Reyes 21:19,Avanzado,¿Qué profeta confrontó a Acab por el caso de la viña de Nabot?,A Elías,B Eliseo,C Isaías,D Natán,A,Elías,Elías denunció la injusticia relacionada con Nabot.,Revisar,No,No
QB0610,AT,2 Reyes,2 Reyes 1:3,Intermedio,¿Qué reproche recibió el rey Ocozías por consultar a Baal-zebub?,A Actuaba como si no hubiera Dios en Israel,B Había olvidado un impuesto,C No construyó un altar,D No nombró sacerdote,A,Actuaba como si no hubiera Dios en Israel,El mensaje profético cuestionó que buscara una respuesta en una divinidad extranjera.,Revisar,No,No
QB0611,AT,2 Reyes,2 Reyes 2:9,Avanzado,¿Qué pidió Eliseo a Elías antes de su partida?,A Una doble porción de su espíritu,B Su manto únicamente,C Su casa,D Su riqueza,A,Una doble porción de su espíritu,Eliseo pidió una porción asociada con continuidad y responsabilidad profética.,Revisar,No,No
QB0612,AT,2 Reyes,2 Reyes 4:3,Intermedio,¿Qué pidió Eliseo a la viuda que reuniera para el milagro del aceite?,A Vasijas vacías,B Sacos de trigo,C Piedras,D Copas de oro,A,Vasijas vacías,La cantidad de recipientes disponibles determinó cuánto aceite pudo recogerse.,Revisar,No,No
QB0613,AT,2 Reyes,2 Reyes 5:13,Intermedio,¿Qué razonamiento usaron los siervos de Naamán para animarlo a obedecer?,A Si le hubieran pedido algo difícil también lo habría hecho,B El río era famoso,C Eliseo era rey,D Debía volver a Siria,A,Si le hubieran pedido algo difícil también lo habría hecho,Los siervos ayudaron a Naamán a superar su orgullo y obedecer una instrucción sencilla.,Revisar,No,No
QB0614,AT,2 Reyes,2 Reyes 6:17,Avanzado,¿Qué vio el siervo de Eliseo después de que sus ojos fueron abiertos?,A Caballos y carros de fuego alrededor,B Un ejército egipcio,C Una ciudad de oro,D El templo,A,Caballos y carros de fuego alrededor,La visión mostró una realidad de protección que antes no podía percibir.,Revisar,No,No
QB0615,AT,2 Reyes,2 Reyes 17:13,Intermedio,¿Qué habían hecho repetidamente los profetas antes de la caída de Israel?,A Advertir al pueblo para que abandonara sus malos caminos,B Animar a servir ídolos,C Proponer una alianza con Egipto,D Ordenar abandonar la ley,A,Advertir al pueblo para que abandonara sus malos caminos,El relato subraya que el juicio fue precedido por numerosas advertencias proféticas.,Revisar,No,No
QB0616,AT,2 Reyes,2 Reyes 18:4,Intermedio,¿Qué reforma realizó Ezequías respecto a objetos de culto indebido?,A Los destruyó, incluida la serpiente de bronce convertida en objeto de culto,B Los multiplicó,C Los trasladó a Egipto,D Los escondió,A,Los destruyó, incluida la serpiente de bronce convertida en objeto de culto,Ezequías eliminó prácticas idolátricas y objetos usados de manera incorrecta.,Revisar,No,No
QB0617,AT,2 Reyes,2 Reyes 19:35,Avanzado,¿Qué ocurrió con el ejército asirio que amenazaba Jerusalén?,A Sufrió una derrota extraordinaria durante la noche,B Conquistó Jerusalén,C Fue coronado en el templo,D Se unió a Judá,A,Sufrió una derrota extraordinaria durante la noche,El relato atribuye la liberación de Jerusalén a una intervención divina.,Revisar,No,No
QB0618,AT,2 Reyes,2 Reyes 20:5,Intermedio,¿Qué mensaje recibió Ezequías después de orar por su enfermedad?,A Dios había escuchado su oración y lo sanaría,B Debía abandonar Jerusalén,C Sería reemplazado ese día,D No había esperanza,A,Dios había escuchado su oración y lo sanaría,La oración del rey recibió una respuesta que incluía sanidad y prolongación de vida.,Revisar,No,No
QB0619,AT,2 Reyes,2 Reyes 22:8,Basico,¿Qué encontró el sumo sacerdote Hilcías durante las reparaciones del templo?,A El libro de la ley,B El arca perdida,C Una corona,D Un tesoro egipcio,A,El libro de la ley,El hallazgo del libro produjo una reforma importante durante el reinado de Josías.,Revisar,No,No
QB0620,AT,2 Reyes,2 Reyes 23:25,Avanzado,¿Qué característica se atribuye al rey Josías respecto a su retorno a Dios?,A Se volvió a Dios con todo su corazón, alma y fuerzas,B Evitó toda reforma,C Se convirtió en sacerdote,D Abandonó Jerusalén,A,Se volvió a Dios con todo su corazón, alma y fuerzas,El relato hace una valoración excepcional de la fidelidad reformadora de Josías.,Revisar,No,No
QB0621,AT,2 Reyes,2 Reyes 24:14,Intermedio,¿Qué ocurrió con gran parte de la población de Jerusalén durante la conquista babilónica?,A Fue llevada al exilio,B Se trasladó voluntariamente a Egipto,C Permaneció sin cambios,D Se convirtió en ejército,A,Fue llevada al exilio,El avance de Babilonia produjo deportaciones importantes.,Revisar,No,No
QB0622,AT,2 Reyes,2 Reyes 25:21,Avanzado,¿Qué acontecimiento resume el final de Judá en 2 Reyes?,A El pueblo fue llevado al exilio,B Se reconstruyó el templo,C David volvió al trono,D Israel conquistó Babilonia,A,El pueblo fue llevado al exilio,El libro culmina con la caída de Jerusalén y el exilio de Judá.,Revisar,No,No
QB0623,AT,1 Crónicas,1 Crónicas 4:10,Intermedio,¿Qué pidió Jabes en su oración?,A Bendición, expansión y protección,B Un reino,C Una guerra,D Una corona,A,Bendición, expansión y protección,La oración de Jabes pide bendición y protección divina.,Revisar,No,No
QB0624,AT,1 Crónicas,1 Crónicas 11:9,Basico,¿Qué ocurrió con David mientras aumentaba su poder?,A Dios estaba con él,B Quedó solo,C Perdió Jerusalén,D Abandonó el reino,A,Dios estaba con él,El crecimiento del poder de David se relaciona con la presencia de Dios.,Revisar,No,No
QB0625,AT,1 Crónicas,1 Crónicas 13:8,Intermedio,¿Cómo celebraban David y el pueblo durante el traslado del arca?,A Con música e instrumentos,B En silencio,C Con ayuno,D Con guerra,A,Con música e instrumentos,El traslado estuvo acompañado por una celebración musical intensa.,Revisar,No,No
QB0626,AT,1 Crónicas,1 Crónicas 15:13,Avanzado,¿Qué reconoció David acerca del primer intento de trasladar el arca?,A No habían seguido el procedimiento establecido,B Habían usado demasiados músicos,C El camino era muy largo,D No había suficientes soldados,A,No habían seguido el procedimiento establecido,David reconoció que el traslado anterior no había respetado las instrucciones correspondientes.,Revisar,No,No
QB0627,AT,1 Crónicas,1 Crónicas 16:11,Basico,¿Qué exhortación se da respecto a Dios y su fuerza?,A Buscarlo continuamente,B Evitarlo,C Buscar solo señales,D Confiar en el ejército,A,Buscarlo continuamente,El canto invita a buscar de manera constante la presencia y fuerza de Dios.,Revisar,No,No
QB0628,AT,1 Crónicas,1 Crónicas 21:24,Avanzado,¿Qué principio expresó David al comprar el lugar para el altar?,A No ofrecer lo que no le costara nada,B Pedirlo gratis,C Usar solo dinero público,D Evitar construir un altar,A,No ofrecer lo que no le costara nada,David insistió en asumir personalmente el costo de la ofrenda.,Revisar,No,No
QB0629,AT,1 Crónicas,1 Crónicas 22:5,Intermedio,¿Por qué preparó David materiales para el templo antes de morir?,A Porque Salomón era joven e inexperto,B Porque Salomón estaba ausente,C Porque el templo ya existía,D Porque Egipto lo pidió,A,Porque Salomón era joven e inexperto,David quiso facilitar la futura construcción del templo.,Revisar,No,No
QB0630,AT,1 Crónicas,1 Crónicas 28:20,Basico,¿Qué exhortación dio David a Salomón antes de construir el templo?,A Ser fuerte y actuar sin miedo,B Esperar varios años,C Ir a Egipto,D Abandonar el proyecto,A,Ser fuerte y actuar sin miedo,David animó a Salomón a actuar confiando en la presencia de Dios.,Revisar,No,No
QB0631,AT,1 Crónicas,1 Crónicas 29:14,Avanzado,¿Qué reconoce David acerca de las ofrendas entregadas para el templo?,A Todo proviene de Dios y de lo recibido de él se ofrece,B Las riquezas pertenecen solo al rey,C El pueblo produjo todo por sí mismo,D Dios no tiene relación con las ofrendas,A,Todo proviene de Dios y de lo recibido de él se ofrece,David reconoce a Dios como fuente de los recursos ofrecidos.,Revisar,No,No
